type,parent,context,contains_class_definition,contains_function_definition,contains_if_statement,contains_for_statement,contains_while_statement,contains_try_statement,contains_with_statement,contains_return_statement,contains_assert_statement,contains_break_statement,contains_continue_statement,contains_raise_statement,contains_import_statement,contains_import_from_statement,contains_pass_statement,contains_delete_statement,contains_exec_statement,contains_future_import_statement,contains_global_statement,contains_nonlocal_statement,contains_print_statement,contains_assignment,contains_call,contains_await,contains_yield,contains_logging
b,a,bmmcxcxcmgnnnnkmndnnn,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
b,c,bcdnnnn,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c,a,cqnn,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c,a,cdmnndnqdnqednqdnmnnmnmnmnendnqinqq,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
c,a,cnn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
c,a,cdnqedqmndnninnn,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
c,b,cx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
c,b,cx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
c,b,cmgnnnnkmndnnn,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
c,a,cbcdnnnnq,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c,b,cdnnnn,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
d,c,cdmnn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
d,c,cdmnndnq,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d,c,cdmnndnqdnq,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d,e,cdmnndnqdnqednq,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d,c,cdmnndnqdnqednqdnmnn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
d,e,cdmnndnqdnqednqdnmnnmnmnmnendnq,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d,c,cdnq,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d,e,cdnqedq,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d,c,cdnqedqmndnn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
d,c,cmgnnnnkmndnnn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
d,c,cdnnn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
e,c,cdmnndnqdnqednq,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e,c,cdmnndnqdnqednqdnmnnmnmnmnendnqinq,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e,c,cdnqedq,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g,a,avvvgw,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
g,c,cmgnnnn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
i,d,cdmnndnqdnqednqdnmnnmnmnmnendnqinq,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i,d,cdnqedqmndnninnn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
k,g,avvvgwkw,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
k,g,cmgnnnnkmn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
d,a,aAvvwdnmnn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
d,a,aAvvwdnmnninmnnjmndmndnm,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
d,d,aAvvwdnmnninmnnjmndmndnm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
d,a,aAvvwdnmnninmnnjmndmndnmimnjmdnmdnnnnmmn,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
d,d,aAvvwdnmnninmnnjmndmndnmimnjmdnmdnnnn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
d,a,aAvvwdnmnninmnnjmndmndnmimnjmdnmdnnnnmmnnmvdndgvnknxn,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
d,d,aAvvwdnmnninmnnjmndmndnmimnjmdnmdnnnnmmnnmvdndgvnknx,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g,d,aAvvwdnmnninmnnjmndmndnmimnjmdnmdnnnnmmnnmvdndgvn,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
i,d,aAvvwdnmnninmnn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
i,d,aAvvwdnmnninmnnjmndmndnmimn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
j,d,aAvvwdnmnninmnnjmn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
j,d,aAvvwdnmnninmnnjmndmndnmimnjm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
k,g,aAvvwdnmnninmnnjmndmndnmimnjmdnmdnnnnmmnnmvdndgvnknx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
c,a,cmngegennnknln,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
c,a,cdnnnnn,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
d,c,cdn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
d,a,avwvvwmnnnwcmngegennnknlncdnnnnndn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
e,g,cmngegennnkn,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e,g,cmngegennn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
g,c,cmngegennnkn,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g,e,cmngegennn,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k,g,cmngegennnkn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
l,g,cmngegennnknln,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
b,a,bcwnncvnncwmbcxmmnncwmnncwmnncwwwmmnmnncmwwncvwnnncmqnnncmmwwnnnncvncvvvmnmnnnncwwwmnnnmnnnncwmnncmwmnmbcqcqmnncwnncvnnnwmnnnncvmnmnnnncwmmnncwn,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b,c,bcx,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b,c,bcqcq,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c,b,cwnn,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
c,b,cvnn,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
c,b,cwmbcxmmnn,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
c,b,cx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
c,b,cwmnn,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
c,b,cwmnn,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
c,b,cwwwmmnmnn,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
c,b,cmwwn,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
c,b,cvwnnncmqnnn,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
c,c,cmqn,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
c,b,cmmwwnnnn,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
c,b,cvn,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
c,b,cvvvmnmnnnn,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
c,b,cwwwmnnnmnnnn,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
c,b,cwmnn,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
c,b,cmwmnmbcqcqmnn,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
c,b,cq,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c,b,cq,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c,b,cwnn,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
c,b,cvnnnwmnnnn,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0
c,b,cvmnmnnnn,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
c,b,cwmmnn,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
c,b,cwn,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
c,a,cwgvkvfdnmndndndntmmmdmnmnjmmmmndmnjmdmmdnmnmnmnmnnmnmnmmnnmmmnmndnddnmn,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
c,a,cdwnivnvdmnjmdwmnnn,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
c,a,cmgmnkmmnnnmnnnnnnmnnn,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
d,f,cwgvkvfdn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
d,f,cwgvkvfdnmndn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
d,f,cwgvkvfdnmndndndnt,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d,d,cwgvkvfdnmndndndn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
d,f,cwgvkvfdnmndndndntmmmdmnmn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
d,f,cwgvkvfdnmndndndntmmmdmnmnjmmmmndmn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
d,f,cwgvkvfdnmndndndntmmmdmnmnjmmmmndmnjmdm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
d,f,cwgvkvfdnmndndndntmmmdmnmnjmmmmndmnjmdmmdn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
d,f,cwgvkvfdnmndndndntmmmdmnmnjmmmmndmnjmdmmdnmnmnmnmnnmnmnmmnnmmmnmndn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
d,f,cwgvkvfdnmndndndntmmmdmnmnjmmmmndmnjmdmmdnmnmnmnmnnmnmnmmnnmmmnmndnddnm,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
d,d,cwgvkvfdnmndndndntmmmdmnmnjmmmmndmnjmdmmdnmnmnmnmnnmnmnmmnnmmmnmndnddn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
d,c,cdwn,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
d,c,cdwnivnvdmn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
d,c,cdwnivnvdmnjmdwm,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
d,a,avvvvmnnnmbcwnncvnncwmbcxmmnncwmnncwmnncwwwmmnmnncmwwncvwnnncmqnnncmmwwnnnncvncvvvmnmnnnncwwwmnnnmnnnncwmnncmwmnmbcqcqmnncwnncvnnnwmnnnncvmnmnnnncwmmnncwncwgvkvfdnmndndndntmmmdmnmnjmmmmndmnjmdmmdnmnmnmnmnnmnmnmmnnmmmnmndnddnmncdwnivnvdmnjmdwmnnncmgmnkmmnnnmnnnnnnmnnndn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
f,c,cwgvkvfdnmndndndntmmmdmnmnjmmmmndmnjmdmmdnmnmnmnmnnmnmnmmnnmmmnmndnddnmn,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
g,c,cwgv,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
g,c,cmgmn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
i,d,cdwnivn,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
j,d,cwgvkvfdnmndndndntmmmdmnmnjmm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
j,d,cwgvkvfdnmndndndntmmmdmnmnjmmmmndmnjm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
j,d,cdwnivnvdmnjm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
k,g,cwgvkv,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
k,g,cmgmnkm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
c,a,cmnnnnnnnnn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
c,a,cnnn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
c,a,cnnn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
c,a,cnnn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
c,a,cnn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
c,a,cmnnmhnn,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
c,a,cmnnmhnnn,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
c,a,cmnnmhndnnn,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
c,a,cmdnnnmjmnmhnnq,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
c,a,cmmndnhnnnjhnnn,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
c,a,cmnnmmhnnnnnn,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
c,a,cmnnmmndnnmndnjnnghnnnnlndD,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
c,a,cmnnmmndnnnnghnnnnln,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
c,a,cmnnmhnnhnnn,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
c,a,cmnnmhnnnn,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
d,a,awwwvvvvdnmnnnn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
d,h,cmnnmhndnn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
d,c,cmdnnnm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
d,c,cmmndnhnnn,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d,c,cmnnmmndnn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
d,c,cmnnmmndnnmndn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
d,c,cmnnmmndnnmndnjnnghnnnnlndD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
d,c,cmnnmmndnn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
g,c,cmnnmmndnnmndnjnnghnnnn,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g,c,cmnnmmndnnnnghnnnn,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
h,c,cmnnmhnn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
h,c,cmnnmhnnn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
h,c,cmnnmhndnnn,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
h,j,cmdnnnmjmnmhnn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
h,d,cmmndnhnnn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
h,j,cmmndnhnnnjhnnn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
h,c,cmnnmmhnn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
h,g,cmnnmmndnnmndnjnnghnnnn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
h,g,cmnnmmndnnnnghnnnn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
h,c,cmnnmhnn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
h,c,cmnnmhnnhnnn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
h,c,cmnnmhnnnn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
j,d,cmdnnnmjmnmhnn,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
j,d,cmmndnhnnnjhnnn,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
j,d,cmnnmmndnnmndnjn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
l,g,cmnnmmndnnmndnjnnghnnnnln,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
l,g,cmnnmmndnnnnghnnnnln,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
c,a,cgmfdmmnmndsjpdslndn,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c,a,cgdmjmmnkduniunjunjnmnmmmnnnnnnnddunimndmmndnmmnnmgmnkdunjunnmmmdmdmdnnmmnmmgmnkdunjunmmdmnjmnun,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
d,f,cgmfdm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
d,f,cgmfdmmnmnds,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d,f,cgmfdmmnmndsjpds,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d,l,cgmfdmmnmndsjpdslndn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
d,g,cgdm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
d,k,cgdmjmmnkdun,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d,c,cgdmjmmnkduniunjunjnmnmmmnnnnnnnddunimndmmndnmmnnmgmnkdunjunnmmm,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d,d,cgdmjmmnkduniunjunjnmnmmmnnnnnnnddun,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d,i,cgdmjmmnkduniunjunjnmnmmmnnnnnnnddunimndm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
d,i,cgdmjmmnkduniunjunjnmnmmmnnnnnnnddunimndmmndnm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
d,k,cgdmjmmnkduniunjunjnmnmmmnnnnnnnddunimndmmndnmmnnmgmnkdun,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d,c,cgdmjmmnkduniunjunjnmnmmmnnnnnnnddunimndmmndnmmnnmgmnkdunjunnmmmdmdmdnnmmnmmgmnkdunjunmm,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
d,d,cgdmjmmnkduniunjunjnmnmmmnnnnnnnddunimndmmndnmmnnmgmnkdunjunnmmmdmdmdnnmmnmm,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
d,d,cgdmjmmnkduniunjunjnmnmmmnnnnnnnddunimndmmndnmmnnmgmnkdunjunnmmmdmdmdnnmmnmm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
d,k,cgdmjmmnkduniunjunjnmnmmmnnnnnnnddunimndmmndnmmnnmgmnkdunjunnmmmdmdmdnnmmnmmgmnkdun,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d,c,cgdmjmmnkduniunjunjnmnmmmnnnnnnnddunimndmmndnmmnnmgmnkdunjunnmmmdmdmdnnmmnmmgmnkdunjunmmdmn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
f,g,cgmfdmmnmndsjpds,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
g,c,cgmfdmmnmndsjpds,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
g,c,cgdmjmmn,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
g,i,cgdmjmmnkduniunjunjnmnmmmnnnnnnnddunimndmmndnmmnnmgmn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
g,d,cgdmjmmnkduniunjunjnmnmmmnnnnnnnddunimndmmndnmmnnmgmnkdunjunnmmmdmdmdnnmmnmmgmn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
i,d,cgdmjmmnkduniun,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i,d,cgdmjmmnkduniunjunjnmnmmmnnnnnnnddunimndmmndnmmnnmgmnkdunjunnmmm,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
j,d,cgmfdmmnmndsjp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
j,d,cgdmjm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
j,d,cgdmjmmnkduniunjun,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
j,g,cgdmjmmnkduniunjunjn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
j,d,cgdmjmmnkduniunjunjnmnmmmnnnnnnnddunimndmmndnmmnnmgmnkdunjun,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
